Genotype,Behavior,Treatment,class,Mouse,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N_pS6_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N
Ts65Dn,C/S,Saline,t-CS-s,18899,0.404483431,0.591861598,0.295107632,2.008023483,3.473196881,0.276803119,0.192828307,2.55747319,0.205653021,1.555635063,0.581613058,0.351411846,0.299463327,0.301466158,0.730345334,0.695107632,1.485623782,1.245126706,0.423952976,0.656265002,0.429428709,0.395064289,0.1847781,1.013888889,2.736354776,0.984637542,0.258686483,0.288706434,0.688109162,0.180242223,0.407069971,1.87962963,0.353821138,0.438822066,0.364428664,0.740278445,0.76307295,0.369152047,0.560824397,0.420751342,0.333089669,0.469471624,0.235804438,0.173484622,0.921767692,0.172914059,1.372811406,0.311863702,0.624766258,1.251387176,0.198449288,0.199871936,0.188447953,0.121625675,0.156332454,0.164457229,0.19775897,0.151919616,0.147870426,0.103950617,0.487654321,0.33319363,1.370929382,2.041986828,0.176787916,1.269782024,0.66995998,0.224074074,0.189071265,0.177814273,,0.416419753,0.20438937,,0.269946011,1.327527744
Ts65Dn,C/S,Saline,t-CS-s,3476,0.438651138,0.700785232,0.300496593,2.129922624,3.277630211,0.239093676,0.17526209,4.144265759,0.23790276,1.29610343,0.593849043,0.360840474,0.407769665,0.277441996,0.743228602,0.859705062,1.539414617,2.438943048,0.534100247,0.572323232,0.369775506,0.345732854,0.179151702,1.178424339,2.319745395,1.125836366,0.239971175,0.282121271,0.731377757,0.162052117,0.434910201,2.001732302,0.313707946,0.387243422,0.323943662,0.741665042,0.563806444,0.289906943,0.487474747,0.354722997,0.271041202,0.393578935,0.471417023,0.212949135,1.062357481,0.183955069,2.905648774,0.319504687,0.61996273,0.925502943,0.30380635,0.169740674,0.193525834,0.112870672,0.153792817,0.210577176,0.230769231,0.125184578,0.206947332,0.129842748,0.511200914,0.307476061,1.910417637,2.219480331,0.14290667,1.245839965,0.861117102,0.241837572,0.167179127,0.127236167,0.123051682,0.489085239,0.193787603,0.164147352,0.214421677,1.760042098
Ts65Dn,C/S,Saline,t-CS-s,3483,0.435215054,0.680107527,0.279176201,1.979973118,3.070295699,0.178279098,0.147165794,2.291156279,0.19504644,1.258354505,0.479435484,0.239601561,0.286243877,0.212381279,0.701075269,0.459274194,1.270965137,1.768833576,0.423369277,0.566132663,0.328184003,0.315307161,0.154394939,1.169998676,2.079435484,1.161424731,0.20812922,0.215808288,0.622311828,0.139156013,0.421505376,1.844354839,0.283198729,0.263531296,0.276976036,0.28844086,0.247804878,0.305108715,0.266953293,0.311787749,0.253464988,0.383547009,0.416294771,0.202014011,0.907347966,0.15849387,2.630346144,0.295393424,0.635985079,0.870471144,0.470505122,0.1681530785,0.185998091,0.104710679,0.143026355,0.166999219,0.2522077,0.12732049,0.23178634,0.11762628,0.490992582,0.311701968,1.337121541,1.997397415,0.156174506,1.127790608,0.843262208,0.224950117,0.150774478,0.119829284,0.126984127,0.367936375,0.217250438,0.162730228,0.198166739,1.38657066
Ts65Dn,C/S,Saline,t-CS-s,3498,0.818823529,1.004991948,0.287444021,2.101449275,3.346491956,0.19106081,0.156056452,2.040475734,0.207415254,2.02173913,1.158235197,0.267216574,0.265787739,0.223169865,0.712721417,0.549344833,1.489371981,1.355560792,0.360386473,0.620832642,0.749467364,0.348126673,0.165355841,1.104669887,2.693979101,1.327697262,0.223917023,0.244580584,0.681991525,0.166644693,0.405932203,1.948148148,0.29736098,0.362865221,0.260481713,0.635294118,0.513931259,0.307731092,0.453325198,0.343193277,0.242591517,0.346386555,0.1529375135,0.209493671,1.053164287,0.172839506,0.957067511,0.302887804,0.613477606,0.859433061,0.091139241,0.158544304,0.177832042,0.113059818,0.147823364,0.173913043,0.239662447,0.121987472,0.20312286,0.115189873,0.438607595,0.256978479,1.329113924,2.375771971,0.141208296,1.149221685,0.813368262,0.222885392,0.110096613,,0.102386533,0.370950127,0.10217345,0.145981527,0.156810702,1.583348482
Ts65Dn,C/S,Saline,t-CS-s,50810B,0.554878049,0.748555841,0.278250901,2.149200131,3.671534018,0.183087291,0.14478067649999998,1.81000899,0.171798231,1.577307838,0.76330395,0.254978779,0.26252866,0.197186295,0.830822142,0.5813543,1.522928267,1.278087127,0.32763754,0.646904684,0.410088438,0.318564218,0.138137539,1.098844673,2.577628562,1.227481166,0.201113659,0.219450424,0.61165524,0.120209385,0.434490665,1.88224697,0.287300399,0.430082843,0.323424939,0.689375712,0.592075057,0.334813084,0.508184882,0.386936523,0.273261508,0.420284431,0.154587006,0.201893026,1.078319091,0.159363909,0.759090909,0.278565765,0.561925172,1.602569668,0.076102604,0.159141474,0.162774546,0.11241984,0.150885004,0.142959193,0.215465667,0.123366231,0.226764162,0.116448137,0.514461458,0.275570434,1.597216104,2.104043697,0.144658261,1.052587692,0.826783034,0.195577482,0.124488124,0.109741941,0.12711039,0.365096218,0.101231499,0.153853023,0.145138071,1.416633948
Ts65Dn,C/S,Saline,t-CS-s,50810C,0.466737816,0.819374851,0.341565259,2.45241444,3.868289191,0.211204876,0.166014467,2.066552636,0.206868261,1.405766526,0.58577905,0.337424437,0.332478476,0.266165964,0.786957318,0.669887855,1.677284658,2.291296128,0.429207689,0.708780721,0.377976666,0.342209926,0.162117604,1.386457963,3.413731768,1.426487306,0.244603629,0.297490383,0.82438041,0.166692583,0.490857947,2.381003202,0.35154793,0.410292897,0.300191022,0.684204247,0.576712002,0.356716774,0.497687656,0.369145025,0.268364169,0.413456928,0.220799241,0.228023084,1.04234331,0.170864947,2.053606329,0.353733471,0.481087712,1.748959871,0.10243304,0.14295175,0.186216734,0.108566755,0.160804775,0.141987158,0.205533858,0.114820435,0.191188695,0.118776003,0.460505691,0.293191576,1.506710509,2.264595356,0.154274594,1.242959641,0.93399441,0.201118577,0.129542596,0.100473037,0.109498832,0.544449593,0.097652694,0.133911254,0.148699552,1.814629111
Ts65Dn,C/S,Saline,t-CS-s,50810E,0.489535799,0.704956727,0.305586153,2.233034571,3.695582586,0.208864266,0.164594544,2.580995137,0.207912143,1.329534663,0.55436664,0.297293927,0.314529915,0.25982906,0.725023084,0.552016645,1.540965208,1.972975376,0.437796771,0.611664075,0.397910731,0.338838374,0.159086872,1.069708891,2.713219285,1.342012927,0.243277849,0.27804878,0.753026332,0.159913057,0.476152369,2.062259923,0.305232107,0.388512982,0.294099135,0.6654105965,0.555365474,0.308103855,0.489838557,0.326829268,0.261200549,0.388827695,0.327255461,0.204148986,0.820831751,0.176028519,2.160518599,0.349761303,0.538739081,1.412804878,0.279718952,0.166808109,0.202752036,0.108777339,0.155433867,0.141543441,0.206228637,0.132019704,0.198252943,0.122768705,0.493049705,0.315134827,1.410653247,2.26024993,0.155775782,1.238533609,0.95097561,0.233502538,0.159306943,0.129794911,0.121570657,0.525401168,0.182035995,0.171264621,0.204958434,1.693505507
Ts65Dn,S/C,Memantine,t-SC-m,293,0.259435919,0.518396846,0.296144472,2.24195138,3.432490145,0.259162304,0.193240901,3.760676741,0.239527167,1.189547905,0.303815844,0.329000812,0.286456908,0.291410288,0.847742818,0.819973719,1.576872536,0.951868168,0.488508892,0.679301009,0.267393939,0.370748299,0.193717277,1.121879106,2.317343775,0.977484092,0.232328828,0.26171713,0.652145538,0.18467387,0.369763584,2.15390933,1.075067684,0.405226047,0.361954625,0.769808028,0.588132635,0.331190377,0.540218878,0.328097731,0.320199088,0.395686437,0.345706871,0.17812142,0.948960778,0.163377439,1.594451894,0.269482646,0.516415094,1.17490566,0.84114053,0.16584436,0.179098223,0.13530712,0.181206549,0.195335277,0.384951783,0.124355237,0.193196878,0.118972864,0.608432384,0.289501004,1.746626064,2.438743385,0.155794434,1.386833466,0.762169832,0.204728593,0.136832793,0.117290872,0.105111674,0.48938308,0.429506826,0.161256834,0.294801944,1.268831515
Ts65Dn,S/C,Memantine,t-SC-m,3411,0.288450264,0.521926796,0.307069344,2.253552054,4.067811935,0.238513045,0.198561726,3.315167876,0.234054277,1.425847815,0.322213344,0.335160406,0.312854442,0.298779805,0.797080858,0.892405063,1.575691036,1.147451543,0.424793008,0.762464479,0.230808166,0.362308858,0.183140575,1.189809347,2.525392273,1.080082666,0.239603025,0.280588776,0.669336089,0.15619411,0.452674203,2.439176649,1.399190147,0.466363277,0.44796201,0.845852457,0.630504471,0.372637051,0.558729525,0.342588893,0.378564857,0.457466919,0.337665406,0.160752854,0.999588604,0.162020073,1.325,0.303008596,0.298600311,1.435251426,0.141532301,0.175720886,0.18745464,0.129486784,0.163193364,0.176982893,0.143460252,0.123227657,0.258502854,0.159443596,0.568925307,0.269872667,1.973209169,2.337232585,0.162074957,1.301104972,0.830941869,0.198355792,0.17179886,,0.139101069,0.497081874,,0.223205817,,1.061175721
Ts65Dn,S/C,Memantine,t-SC-m,3418,0.286352165,0.473361159,0.319849754,2.305571734,3.449791309,0.241169591,0.20289611,2.54063344,0.203843795,1.387443946,0.286934576,0.32544,0.328654971,0.305425976,0.849005647,0.76675669,1.563221213,1.148514851,0.416618132,0.674660503,0.24790523,0.377336252,0.1802324275,1.139002136,1.859317456,0.962435551,0.238788585,0.267718148,0.613307145,0.174855744,0.45971656,2.00343727,0.86840167,0.535624151,0.620267909,0.889880451,0.814860681,0.491000947,0.710612855,0.411306841,0.450603252,0.574559607,0.588253868,0.166404777,0.761327014,0.149383886,1.374748094,0.241309868,0.221300957,1.072565245,0.789858491,0.22278951,0.197988686,0.122210251,0.158505454,0.179604023,0.340726577,0.13709369,0.201768868,0.13859208,0.453121374,0.27186964,1.414264435,1.847772512,0.164191228,1.221414914,0.679620853,0.22071636,,,0.14852634,0.387028074,,,0.338325472,0.722597038
Ts65Dn,S/C,Memantine,t-SC-m,3501,0.326462766,0.626193724,0.353193848,2.638235799,4.87660889,0.283847185,0.199416509,4.835421315,0.250964187,1.369267008,0.323400526,0.367114094,0.333788085,0.322473404,0.93557047,0.827876307,1.856718834,1.34430653,0.45998181,0.922587131,0.267785235,0.435545804,0.193362589,1.32272118,2.981122361,1.165604027,0.265145015,0.313170987,0.804026846,0.176174497,0.48415978,2.484983697,0.852579209,0.48441689,0.469256382,0.893815371,0.705931635,0.41263683,0.696209465,0.407003183,0.353945035,0.489393939,0.35924933,0.190272374,1.071384615,0.156523084,1.488719068,0.288239816,0.588977833,1.34319754,0.357128205,0.168432394,0.19156939,0.147867747,0.184775537,0.217096336,0.291179487,0.11681552,0.195692308,0.118188337,0.611384615,0.318041872,1.577392756,2.450738916,0.184979387,1.458071467,0.870547246,0.243692308,0.149641026,0.146810146,0.114974359,0.476838605,0.243331165,0.202170963,0.238153846,1.083568648
Ts65Dn,S/C,Memantine,t-SC-m,3502,0.281035689,0.529385965,0.376906928,2.528481456,4.535307018,0.326132223,0.235611766,3.835307078,0.255390597,1.611140031,0.320164843,0.402374203,0.353295993,0.368710135,0.911546536,0.859898108,1.811814346,1.400877193,0.509890682,0.893968604,0.318428184,0.487289961,0.232610659,1.21797671,2.411472448,1.228862572,0.301547117,0.334691708,0.871332626,0.217479675,0.420623671,2.453508772,0.835549335,0.557617533,0.521484654,0.953250548,0.726730141,0.464454976,0.719086601,0.407361529,0.413220816,0.493717926,0.457946554,0.189832271,1.02062861,0.163679107,1.748503437,0.306936899,0.367300456,1.411519958,0.180266872,0.178959741,0.188141984,0.139974873,0.169543537,0.182681056,0.200997315,0.120617944,0.194987853,0.123520999,0.53599284,0.283719548,1.514762516,2.466960018,0.177470912,1.508905476,0.818280848,0.219537144,,0.146144994,0.116371568,0.462014438,0.164477961,0.202848345,,1.043089119
Ts65Dn,S/C,Memantine,t-SC-m,3530,0.2980061065,0.542622951,0.307172131,2.600567913,4.158811475,0.267515924,0.202229299,5.87758758,0.22106136,1.28527261,0.329967988,0.354677419,0.3,0.302149682,0.894807434,0.852308917,1.896297771,1.23031232,0.425510958,0.721311475,0.267515924,0.418988854,0.202254098,1.049363057,2.282842357,1.129831204,0.255058043,0.294186197,0.774412368,0.179936306,0.442501847,2.274880573,0.547977178,0.473809524,0.466950623,0.857916769,0.586948077,0.348424595,0.603548387,0.332730561,0.300293255,0.40922619,0.392921726,0.170485437,0.945501618,0.142821442,1.65142784,0.289997858,0.316045588,1.200517722,0.07197411,0.145089,0.174809446,0.140481774,0.1623783795,0.191217224,0.145445458,0.109063291,0.221283135,0.109717244,0.559790079,0.292884908,1.489048188,2.790613718,0.180658228,1.462038382,0.847204969,0.22903911,0.156036903,0.144192598,0.12802589,0.42612505,0.140194175,0.186597246,0.206731392,1.086092715
Ts65Dn,S/C,Memantine,t-SC-m,3534,0.349507202,0.58336807,0.304166667,2.403293039,4.029405452,0.281804217,0.201439845,4.920591913,0.244579358,1.419105234,0.426379609,0.383000867,0.281829419,0.325792487,0.858899541,0.853897457,1.739683201,1.229152988,0.447007806,0.703555941,0.359930616,0.395164652,0.196688409,0.990204252,2.201750729,1.12229153,0.25710754,0.28096158,0.764468031,0.200940361,0.435489166,2.247603168,0.591236495,0.473589436,0.446671616,0.858995404,0.617333518,0.350770786,0.577963103,0.321075402,0.30500618,0.413191812,0.408326106,0.1608252,1.048168971,0.139191613,1.770222222,0.289035258,0.331072833,1.168828796,0.0710065,0.133794225,0.172023727,0.137365142,0.164666667,0.210030129,0.162213482,0.099823681,0.197776874,0.103994557,0.533007998,0.279348876,1.759663638,2.586552799,0.163434152,1.503103876,0.826434109,0.201792397,0.133188661,0.115326252,0.104977621,0.419111111,,0.157845796,,1.13243206
Ts65Dn,S/C,Memantine,t-SC-m,3605,0.379188345,0.608740895,0.327122153,2.321346913,4.177939646,0.263891779,0.197086368,4.773228019,0.232026992,1.364150943,0.404505632,0.33670669,0.341254753,0.308875494,0.852237253,0.733278689,1.678599425,1.205925727,0.440790843,0.742056576,0.336670839,0.417168988,0.200374143,0.988345473,2.08438994,1.161089171,0.243910806,0.278688525,0.734566618,0.180004157,0.48429795,2.284764082,0.647243271,0.492624357,0.514236707,0.907679034,0.667334168,0.365868887,0.636546454,0.343929912,0.351070464,0.4456329195,0.416163359,0.160177976,1.004060186,0.150372304,1.434768791,0.289467399,0.314686442,1.330069262,0.113672399,0.149279721,0.184749315,0.149085293,0.173341776,0.184126501,0.185063603,0.117769391,0.268119849,0.151816938,0.621216517,0.264375716,1.758617415,2.564048998,0.185266496,1.478229052,0.956580601,0.238687645,,,0.130642465,0.446698565,,,0.20907579,1.061592877
Ts65Dn,S/C,Memantine,t-SC-m,3606,0.399572298,0.632998848,0.277103614,2.04227669,3.842978003,0.22160408,0.162345941,4.564895542,0.182402707,1.357557728,0.444459261,0.303339365,0.281789768,0.257417639,0.767602166,0.766666667,1.521960849,1.184433164,0.388122309,0.722164412,0.326203209,0.329949239,0.149407783,1.042441191,2.167132752,1.058068761,0.207492196,0.246618106,0.568185557,0.140653209,0.401280158,1.892252015,0.606843231,0.493213573,0.490234696,0.874297607,0.598731328,0.363546636,0.576690947,0.3157867595,0.31756487,0.463096756,0.375799817,0.1530232,1.045177278,0.127419161,1.392054116,0.252073567,0.309154337,1.220560213,0.120758673,0.138718596,0.175467022,0.134584838,0.159225092,0.203175749,0.219737949,0.101414514,0.201695884,0.107415379,0.562218744,0.283852606,1.75283885,2.026434401,0.179924473,1.304637057,0.863346566,0.254735547,0.143905302,0.132632602,0.133164922,0.397084719,0.138772398,0.179973323,0.170685921,0.954529051
Ts65Dn,S/C,Saline,t-SC-s,3421,0.261107314,0.460966543,0.277329939,1.714285714,2.420074349,0.20858071,0.156675623,2.587227828,0.184678704,0.894797027,0.27050581,0.264183185,0.255630995,0.254812274,0.608680793,0.500929368,1.039962825,1.153611588,0.436430491,0.705546026,0.216729341,0.309839422,0.158528676,0.911046203,1.883563463,0.957912905,0.209453021,0.256257955,0.563993627,0.148566118,0.395417904,1.783988317,1.08204992,0.40575493,0.381398858,0.593059597,0.486837683,0.289131921,0.509398496,0.277301315,0.257861635,0.347817801,0.481685759,0.185313054,0.787907064,0.161836337,2.27816687,0.317032641,0.589970771,0.815765437,0.335241111,0.173729117,0.176338169,0.121365737,0.156591076,0.183716858,0.269944947,0.121543027,0.223380837,0.153616173,0.584267994,0.316533267,1.452228718,2.066033017,0.155640571,1.156113005,0.864465682,0.282569728,0.182887002,0.140650642,0.131988131,0.400069517,0.225902771,0.201812375,0.240085845,1.213941642
Ts65Dn,S/C,Saline,t-SC-s,3425,0.278722045,0.492907348,0.246042216,1.773929712,2.596106742,0.185539935,0.153414809,2.442696919,0.170223642,0.858450432,0.29779554,0.251772592,0.238126649,0.218547807,0.648911609,0.519530746,1.089209746,1.070259121,0.410095847,0.550341627,0.222790237,0.274406332,0.160439073,0.854067294,1.756606936,0.895079872,0.186180739,0.217996786,0.499290963,0.128284732,0.337759443,1.629238108,0.477572559,0.409222423,0.402572571,0.608014512,0.475218982,0.310356201,0.488776913,0.307129394,0.274482759,0.375,0.513360683,0.19522837,0.890441381,0.160482156,2.273022651,0.288584259,0.582064612,0.829589355,0.274043817,0.173207945,0.191979205,0.118348731,0.153993036,0.211783898,0.306112657,0.11946891700000001,0.227905681,0.140085407,0.541169708,0.32710943,1.618117887,2.123777572,0.165336056,1.140217518,0.924340884,0.237178414,0.186466394,0.123004085,0.139784342,0.390805956,0.177526149,0.18451004,0.19841645,1.199037661
Ts65Dn,S/C,Saline,t-SC-s,3426,0.4302177895,0.6889520735,0.3456172595,2.337841441,3.6531816370000003,0.24569654600000002,0.19651753100000002,3.5943888975,0.23414600800000002,1.298444183,0.504725295,0.35073449,0.3323597825,0.3063389995,0.846536067,0.7431377969999999,1.419634484,1.4944862429999999,0.5373830534999999,0.7070063095,0.352554609,0.3660658825,0.20545817649999998,1.273083979,2.629585733,1.2583632420000002,0.25528085850000004,0.3081333515,0.745699312,0.180045332,0.45550281000000004,2.371577694,0.6719413065,0.4610685845,0.413338626,0.742839844,0.603180882,0.3831264285,0.572498133,0.376273862,0.36121258,0.465725532,0.5025532555,0.212616412,1.067479817,0.179230364,2.546187069,0.339164141,0.580477948,1.100861009,0.255997178,0.166469094,0.192722049,0.120649106,0.160164985,0.195834331,0.302638772,0.120035175,0.204357758,0.12475839,0.498420498,0.321274651,1.644878489,2.187412096,0.152531186,1.203385574,0.99588429,0.206967419,0.153224389,0.1128780415,0.110485995,0.444913021,0.148425787,0.150241109,0.190680941,1.481033023
Ts65Dn,S/C,Saline,t-SC-s,3491,0.395634668,0.573767696,0.358586933,2.250126241,3.411493496,0.268641643,0.183967112,5.415185373,0.261078595,1.297848633,0.445884531,0.355274173,0.400393971,0.308328036,0.782360743,0.791246684,1.541996297,1.749614792,0.575992096,0.732039427,0.308324769,0.353631381,0.189594583,1.15223029,2.648080913,1.155697694,0.252412392,0.308363482,0.722826087,0.163593982,0.459631278,2.355790551,0.627723029,0.442339891,0.418435013,0.810677128,0.578300487,0.364489169,0.556473829,0.383006751,0.344049823,0.448746002,0.430082952,0.182376222,1.071749232,0.180858622,2.532523672,0.306695005,0.349137579,1.194927936,0.237460625,0.175225457,0.187293729,0.12936547,0.161612979,0.188097768,0.246506744,0.122635494,0.200604921,0.129158833,0.537718058,0.290487977,1.828622132,2.266064482,0.148493674,1.424351585,0.948900737,0.233931824,0.16880569,0.131529469,0.123592355,0.560525695,0.168225292,0.176954348,0.19878467,1.380807584
Ts65Dn,S/C,Saline,t-SC-s,3513,0.358812841,0.573271414,0.332731649,2.443973349,4.293947637,0.258803564,0.191978711,5.152150212,0.225631769,1.406799531,0.419075145,0.34316085,0.352261136,0.303449659,0.855176828,0.800918055,1.596123561,1.548651817,0.46628827,0.664460489,0.300997592,0.363141789,0.191390622,1.218266254,2.44933696,1.16826166,0.254008894,0.299037304,0.728770442,0.169114675,0.468859342,2.425025502,0.55354994,0.483251547,0.446734475,0.801875733,0.602686161,0.386652907,0.591160221,0.396803808,0.355896944,0.495193435,0.576627012,0.157411418,0.828554102,0.167132273,2.124284897,0.293320321,0.428265525,1.246638327,0.190230392,0.170552059,0.177032726,0.110405211,0.160058992,0.176715537,0.177388896,0.12336481,0.25579983,0.152901607,0.475479744,0.308205648,1.678622413,2.220193881,0.142448513,1.267286019,0.853394874,0.200522778,0.173698513,,0.132673091,0.488331743,0.164342025,0.183401196,0.199654154,1.116132723
Ts65Dn,S/C,Saline,t-SC-s,3517,0.348664238,0.52217114,0.370728562,2.483151184,3.978007762,0.248483881,0.196638207,5.441138422,0.216757741,1.392263056,0.346318036,0.333051325,0.356791525,0.286757776,0.90376442,0.677591576,1.638588166,1.614043355,0.454545455,0.697167433,0.289820924,0.400971256,0.187310261,1.194831753,2.211125485,1.139552128,0.243851684,0.28694542,0.689521345,0.171244358,0.502580449,2.322360953,0.570219966,0.540673477,0.511433352,0.829509072,0.730798335,0.478922092,0.682179342,0.446702703,0.416374082,0.604147526,0.775080043,0.164865186,0.712400812,0.164524104,1.863223651,0.245709541,0.306237313,1.151780771,0.373051738,0.18854276,0.176624302,0.108155408,0.141207235,0.167865185,0.208776267,0.127260841,0.198516687,0.13028234,0.394932015,0.279369842,1.252533993,1.798323471,0.156224714,1.231713518,0.712343416,0.215494108,0.185151237,0.156097915,0.151688503,0.391031556,0.215152175,,0.247164694,0.85712225
Ts65Dn,S/C,Saline,t-SC-s,3525,0.391501784,0.624391826,0.405295316,2.594052045,5.178686493,0.304573467,0.209616986,6.449237755,0.25020816,1.549844881,0.446356275,0.385607604,0.437704248,0.36876939,0.885651567,0.763719816,1.784138826,2.341503268,0.546502883,0.816191446,0.358678876,0.421938259,0.222186182,1.229970808,2.943723646,1.30494281,0.288166035,0.335988562,0.851102941,0.182127798,0.535300832,2.541355822,0.54265326,0.577352085,0.510516876,0.954854039,0.745035497,0.467992241,0.700206825,0.450571895,0.416956738,0.547352342,0.72126762,0.170993487,0.931713486,0.17139738,2.652692414,0.30832687,0.413332129,1.653458366,0.228878085,0.176143237,0.1959388,0.133565728,0.177042939,0.202550225,0.211952577,0.121060424,0.182639328,0.134747349,0.474266999,0.331081081,1.52952098,2.357834198,0.168668909,1.51111355,0.910486858,0.241918665,0.172736446,0.131294712,0.121215762,0.475527616,0.16543615,0.182735529,0.191671936,1.161283483
Ts65Dn,S/C,Saline,t-SC-s,J1291,0.249584422,0.408069164,0.283381364,2.131219981,3.002868069,0.24554039849999998,0.185895453,3.255456443,0.245033113,1.026190476,0.228434198,0.306484858,0.285659656,0.286958817,0.742835453,0.565002847,1.223951414,1.458743376,0.465977398,0.622562141,0.254507497,0.354420328,0.177921393,0.943021033,2.049139579,1.086146858,0.249246869,0.272554305,0.731827671,0.195602294,0.401152738,2.048775859,0.803842459,0.420952381,0.365536943,0.683575626,0.567619048,0.313721769,0.506293042,0.300960219,0.280355855,0.359942294,0.687132694,0.180315646,0.735802162,0.162047968,2.801070039,0.288293371,0.566724223,0.748889255,0.598193697,0.164181498,0.171728887,0.11390031,0.153122498,0.17754142,0.335846321,0.119895917,0.179329058,0.110014104,0.511601119,0.299502272,1.364324502,2.208819715,0.146714066,1.309090909,0.785273804,0.225843061,0.159695358,,,0.328072574,0.289616587,0.161178079,0.24691358,1.3622468
Ts65Dn,S/C,Saline,t-SC-s,J3295,0.318447798,0.514353312,0.299644568,2.314752079,3.243548138,0.224713174,0.176501374,2.946067068,0.221758615,1.118611987,0.305820758,0.299661226,0.281490607,0.277483833,0.850015399,0.573327152,1.378303199,1.354731861,0.431783184,0.651062519,0.259778257,0.353268428,0.178027901,1.044660794,2.242311853,1.07726781,0.249862652,0.281545741,0.728364644,0.169062376,0.402981753,2.175238682,0.969247412,0.405205047,0.344479495,0.665430382,0.533753943,0.302580745,0.578176109,0.289908824,0.265930599,0.379337539,0.558212878,0.210837534,0.90537699,0.162580944,2.479098754,0.317003397,0.66286172,0.801542005,0.549514369,0.179000925,0.178632222,0.119350539,0.162226735,0.196455392,0.395648232,0.127365575,0.208947248,0.134611697,0.533477842,0.352278918,1.415900131,2.502081406,0.156403324,1.240760935,0.907168486,0.250431448,0.168863901,,0.112550108,0.398097661,0.295790934,0.182646213,0.261535479,1.364823133
